Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
148.967744,TraderOne,Tick,588,607,-19,19,149300,149600,-1488,260588,264388,OK
149.253127,TraderOne,Tick,588,607,-19,19,149300,149600,-1488,260588,264388,OK
149.460987,TraderOne,Tick,588,607,-19,19,149300,150100,-1488,260588,266288,OK
149.757776,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
150.021503,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
150.260831,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
150.512864,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
150.70519,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
150.951486,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
151.227219,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
151.534284,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
151.792065,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
152.002497,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
152.201913,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
152.48313,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
152.747401,TraderOne,Tick,588,623,-35,35,150500,150100,-1728,262428,251928,OK
153.019076,TraderOne,Tick,588,688,-100,100,150400,150100,-2704,279704,249704,OK
153.299699,TraderOne,Tick,588,688,-100,100,150400,149800,-2704,279704,249704,OK
153.457513,TraderOne,Tick,588,688,-100,100,150400,149800,-2704,279704,249704,OK
153.773007,TraderOne,Tick,588,688,-100,100,150400,150100,-2704,279704,249704,OK
153.973492,TraderOne,Tick,588,688,-100,100,150400,150100,-2704,279704,249704,OK
154.252244,TraderOne,Tick,588,688,-100,100,150400,150100,-2704,279704,249704,OK
154.466961,TraderOne,Tick,588,688,-100,100,150400,150100,-2704,279704,249704,OK
154.711127,TraderOne,Tick,588,688,-100,100,150400,150100,-2704,279704,249704,OK
155.046789,TraderOne,Tick,588,688,-100,100,150400,150100,-2704,279704,249704,OK
155.29698,TraderOne,Tick,588,688,-100,100,150400,150100,-2704,279704,249704,OK
155.469669,TraderOne,Tick,588,688,-100,100,150400,150300,-2704,279704,269704,OK
155.751005,TraderOne,Tick,588,688,-100,100,150400,150300,-2704,279704,269704,OK
155.975749,TraderOne,Tick,588,688,-100,100,150400,150300,-2704,279704,269704,OK
156.278831,TraderOne,Tick,588,688,-100,100,150400,150300,-2704,279704,269704,OK
156.535886,TraderOne,Tick,588,688,-100,100,150400,150300,-2704,279704,269704,OK
156.722747,TraderOne,Tick,588,688,-100,100,150400,150300,-2704,279704,269704,OK
156.960106,TraderOne,Tick,588,688,-100,100,150400,150300,-2704,279704,269704,OK
157.223694,TraderOne,Tick,588,688,-100,100,150600,150300,-2704,279704,249704,OK
157.46649,TraderOne,Tick,588,688,-100,100,150600,150300,-2704,279704,249704,OK
157.791932,TraderOne,Tick,588,688,-100,100,150600,150300,-2704,279704,249704,OK
157.959549,TraderOne,Tick,588,688,-100,100,150600,150300,-2704,279704,249704,OK
158.254146,TraderOne,Tick,588,688,-100,100,150600,150300,-2704,279704,249704,OK
158.472377,TraderOne,Tick,588,688,-100,100,150500,150300,-2704,279704,259704,OK
158.713859,TraderOne,Tick,588,688,-100,100,150500,150300,-2704,279704,259704,OK
159.028944,TraderOne,Tick,588,688,-100,100,150500,150400,-2704,279704,269704,OK
159.291608,TraderOne,Tick,588,688,-100,100,150600,150400,-2704,279704,259704,OK
159.519914,TraderOne,Tick,588,688,-100,100,150600,150400,-2704,279704,259704,OK
159.765015,TraderOne,Tick,588,688,-100,100,150600,150400,-2704,279704,259704,OK
159.975003,TraderOne,Tick,588,688,-100,100,150600,150400,-2704,279704,259704,OK
160.224796,TraderOne,Tick,588,688,-100,100,150600,150400,-2704,279704,259704,OK
160.496036,TraderOne,Tick,588,688,-100,100,150600,150400,-2704,279704,259704,OK
160.738923,TraderOne,Tick,588,688,-100,100,150600,150200,-2704,279704,249704,OK
161.015307,TraderOne,Tick,588,688,-100,100,150600,150200,-2704,279704,249704,OK
161.283122,TraderOne,Tick,588,688,-100,100,150600,150200,-2704,279704,249704,OK
161.522371,TraderOne,Tick,588,688,-100,100,150600,150200,-2704,279704,249704,OK
161.740267,TraderOne,Tick,588,688,-100,100,150600,150200,-2704,279704,249704,OK
162.024263,TraderOne,Tick,588,688,-100,100,150600,150200,-2704,279704,249704,OK
162.272091,TraderOne,Tick,588,688,-100,100,150800,150800,-2704,279704,279704,OK
162.548745,TraderOne,Tick,588,688,-100,100,150800,150800,-2704,279704,279704,OK
162.797371,TraderOne,Tick,588,688,-100,100,150800,150700,-2704,279704,269704,OK
162.976286,TraderOne,Tick,588,688,-100,100,150800,150700,-2704,279704,269704,OK
163.284717,TraderOne,Tick,588,688,-100,100,150800,150600,-2704,279704,259704,OK
163.457814,TraderOne,Tick,588,688,-100,100,150800,150800,-2704,279704,279704,OK
163.768718,TraderOne,Tick,588,688,-100,100,150800,150800,-2704,279704,279704,OK
164.035742,TraderOne,Tick,588,688,-100,100,150800,151000,-2704,279704,299704,OK
164.264392,TraderOne,Tick,588,688,-100,100,150800,151000,-2704,279704,299704,OK
164.539244,TraderOne,Tick,604,688,-84,84,150700,150900,-2222,280822,297622,OK
164.795508,TraderOne,Tick,604,688,-84,84,150800,150900,-2222,280822,289222,OK
165.014273,TraderOne,Tick,604,688,-84,84,150800,151000,-2222,280822,297622,OK
165.23,TraderOne,Tick,604,688,-84,84,150800,151000,-2222,280822,297622,OK
165.484051,TraderOne,Tick,604,688,-84,84,151300,151000,-2222,280822,255622,OK
165.787191,TraderOne,Tick,604,688,-84,84,151300,151000,-2222,280822,255622,OK
165.996364,TraderOne,Tick,604,688,-84,84,151300,151000,-2222,280822,255622,OK
166.286009,TraderOne,Tick,604,693,-89,89,151200,151100,-2298,281398,272498,OK
166.543796,TraderOne,Tick,604,693,-89,89,151200,151100,-2298,281398,272498,OK
166.796129,TraderOne,Tick,604,693,-89,89,151200,151100,-2298,281398,272498,OK
167.044322,TraderOne,Tick,604,693,-89,89,151200,151100,-2298,281398,272498,OK
167.298261,TraderOne,Tick,604,693,-89,89,151200,151100,-2298,281398,272498,OK
167.475046,TraderOne,Tick,604,693,-89,89,151200,151100,-2298,281398,272498,OK
167.706314,TraderOne,Tick,604,693,-89,89,151400,151100,-2298,281398,254698,OK
167.995115,TraderOne,Tick,604,693,-89,89,151400,151100,-2298,281398,254698,OK
168.259427,TraderOne,Tick,604,693,-89,89,151400,151100,-2298,281398,254698,OK
168.457388,TraderOne,Tick,604,693,-89,89,151400,151100,-2298,281398,254698,OK
168.717031,TraderOne,Tick,604,693,-89,89,151400,151100,-2298,281398,254698,OK
168.983223,TraderOne,Tick,620,693,-73,73,151100,151100,-2540,270440,270440,OK
169.287395,TraderOne,Tick,620,709,-89,89,151100,150500,-2782,277082,250382,OK
169.508607,TraderOne,Tick,620,709,-89,89,151100,150500,-2782,277082,250382,OK
169.743093,TraderOne,Tick,620,709,-89,89,151100,150800,-2782,277082,250382,OK
169.96844,TraderOne,Tick,620,709,-89,89,151100,150700,-2782,277082,250382,OK
170.260576,TraderOne,Tick,620,709,-89,89,151100,150700,-2782,277082,250382,OK
170.469408,TraderOne,Tick,620,709,-89,89,151100,150700,-2782,277082,250382,OK
170.739079,TraderOne,Tick,620,709,-89,89,151100,150500,-2782,277082,250382,OK
170.991511,TraderOne,Tick,620,709,-89,89,151100,150500,-2782,277082,250382,OK
171.303591,TraderOne,Tick,620,709,-89,89,151100,150500,-2782,277082,250382,OK
171.500735,TraderOne,Tick,620,709,-89,89,150500,150500,-2782,277082,277082,OK
171.752239,TraderOne,Tick,620,709,-89,89,150500,150500,-2782,277082,277082,OK
172.002299,TraderOne,Tick,620,709,-89,89,151200,150500,-2782,277082,250382,OK
172.265964,TraderOne,Tick,620,709,-89,89,151200,150500,-2782,277082,250382,OK
172.505409,TraderOne,Tick,620,709,-89,89,151200,150500,-2782,277082,250382,OK
172.738301,TraderOne,Tick,620,720,-100,100,151000,150500,-2948,279448,249448,OK
173.023648,TraderOne,Tick,620,720,-100,100,151000,150500,-2948,279448,249448,OK
173.269372,TraderOne,Tick,620,720,-100,100,151000,150500,-2948,279448,249448,OK
173.482425,TraderOne,Tick,620,720,-100,100,151000,150500,-2948,279448,249448,OK
173.735222,TraderOne,Tick,620,720,-100,100,151000,150500,-2948,279448,249448,OK
173.981445,TraderOne,Tick,620,720,-100,100,151000,150500,-2948,279448,249448,OK
174.221845,TraderOne,Tick,620,720,-100,100,151000,150500,-2948,279448,249448,OK
174.45638,TraderOne,Tick,620,720,-100,100,151000,150500,-2948,279448,249448,OK
174.769529,TraderOne,Tick,620,720,-100,100,151000,150600,-2948,279448,249448,OK
175.043069,TraderOne,Tick,620,720,-100,100,151000,150600,-2948,279448,249448,OK
175.293874,TraderOne,Tick,620,720,-100,100,151000,150600,-2948,279448,249448,OK
175.516357,TraderOne,Tick,620,720,-100,100,150800,150600,-2948,279448,259448,OK
175.788649,TraderOne,Tick,620,720,-100,100,150800,150600,-2948,279448,259448,OK
176.005746,TraderOne,Tick,620,720,-100,100,150800,150600,-2948,279448,259448,OK
176.292294,TraderOne,Tick,620,720,-100,100,150800,150600,-2948,279448,259448,OK
176.470997,TraderOne,Tick,620,720,-100,100,150800,150600,-2948,279448,259448,OK
176.803299,TraderOne,Tick,620,720,-100,100,150800,150600,-2948,279448,259448,OK
177.040761,TraderOne,Tick,620,720,-100,100,150800,150600,-2948,279448,259448,OK
177.208573,TraderOne,Tick,620,720,-100,100,150800,150600,-2948,279448,259448,OK
177.490929,TraderOne,Tick,620,720,-100,100,151200,150600,-2948,279448,249448,OK
177.766852,TraderOne,Tick,620,720,-100,100,151200,150300,-2948,279448,249448,OK
177.985097,TraderOne,Tick,620,720,-100,100,151200,150300,-2948,279448,249448,OK
178.296172,TraderOne,Tick,620,720,-100,100,151200,150300,-2948,279448,249448,OK
178.470341,TraderOne,Tick,620,720,-100,100,151200,150200,-2948,279448,249448,OK
178.748951,TraderOne,Tick,620,720,-100,100,151200,150200,-2948,279448,249448,OK
178.967972,TraderOne,Tick,620,720,-100,100,151200,150200,-2948,279448,249448,OK
179.236461,TraderOne,Tick,620,720,-100,100,151200,150200,-2948,279448,249448,OK
179.494394,TraderOne,Tick,620,720,-100,100,150400,149900,-2948,279448,249448,OK
179.74245,TraderOne,Tick,620,720,-100,100,150400,149900,-2948,279448,249448,OK
180.013566,TraderOne,Tick,620,720,-100,100,150100,149900,-2948,279448,259448,OK
180.257725,TraderOne,Tick,620,720,-100,100,150000,149800,-2948,279448,259448,OK
180.477378,TraderOne,Tick,620,720,-100,100,150000,149800,-2948,279448,259448,OK
180.790192,TraderOne,Tick,620,720,-100,100,150000,149900,-2948,279448,269448,OK
181.016891,TraderOne,Tick,620,720,-100,100,150000,149900,-2948,279448,269448,OK
181.25739,TraderOne,Tick,620,720,-100,100,150000,150000,-2948,279448,279448,OK
181.538948,TraderOne,Tick,620,720,-100,100,149700,149900,-2948,279448,299448,OK
181.739558,TraderOne,Tick,620,720,-100,100,149700,149900,-2948,279448,299448,OK
181.996671,TraderOne,Tick,620,720,-100,100,149700,149900,-2948,279448,299448,OK
182.220869,TraderOne,Tick,620,720,-100,100,149700,149900,-2948,279448,299448,OK
182.529928,TraderOne,Tick,620,720,-100,100,149700,149900,-2948,279448,299448,OK
182.709928,TraderOne,Tick,620,720,-100,100,149700,149900,-2948,279448,299448,OK
183.042397,TraderOne,Tick,620,720,-100,100,149700,149900,-2948,279448,299448,OK
183.246333,TraderOne,Tick,620,720,-100,100,149700,149900,-2948,279448,299448,OK
183.5396,TraderOne,Tick,620,720,-100,100,149700,150000,-2948,279448,309448,OK
183.786135,TraderOne,Tick,620,720,-100,100,149700,150000,-2948,279448,309448,OK
184.006776,TraderOne,Tick,620,720,-100,100,149700,150000,-2948,279448,309448,OK
184.288538,TraderOne,Tick,620,720,-100,100,149700,149700,-2948,279448,279448,OK
184.526789,TraderOne,Tick,620,720,-100,100,149700,149700,-2948,279448,279448,OK
184.727125,TraderOne,Tick,620,720,-100,100,149700,149700,-2948,279448,279448,OK
185.015925,TraderOne,Tick,652,720,-68,68,149700,150000,-1990,281690,302090,OK
185.2553,TraderOne,Tick,668,720,-52,52,149700,150000,-1511,282811,298411,OK
185.51341,TraderOne,Tick,684,720,-36,36,149700,150000,-1032,283932,294732,OK
185.733309,TraderOne,Tick,700,720,-20,20,149700,150000,-553,283453,289453,OK
185.96984,TraderOne,Tick,700,720,-20,20,149700,150000,-553,283453,289453,OK
186.275566,TraderOne,Tick,716,720,-4,4,149700,149800,-74,284574,284974,OK
186.517795,TraderOne,Tick,716,720,-4,4,149600,149800,-74,284574,285374,OK
186.705017,TraderOne,Tick,716,720,-4,4,149600,149800,-74,284574,285374,OK
186.955679,TraderOne,Tick,732,720,12,-12,149700,149800,405,285695,284495,OK
187.25538,TraderOne,Tick,748,720,28,-28,149700,149800,884,286816,284016,OK
187.462963,TraderOne,Tick,757,720,37,-37,149700,149800,1153,287447,283747,OK
187.742556,TraderOne,Tick,757,720,37,-37,149700,150000,1153,287447,276347,OK
188.015699,TraderOne,Tick,757,720,37,-37,149700,150000,1153,287447,276347,OK
188.207652,TraderOne,Tick,807,752,55,-55,150200,150100,-77,305777,311277,OK
188.492821,TraderOne,Tick,807,752,55,-55,150200,150100,-77,305777,311277,OK
188.733067,TraderOne,Tick,807,752,55,-55,150200,150100,-77,305777,311277,OK
188.957012,TraderOne,Tick,807,752,55,-55,150200,150200,-77,305777,305777,OK
189.295576,TraderOne,Tick,807,752,55,-55,150200,150200,-77,305777,305777,OK
189.494447,TraderOne,Tick,823,752,71,-71,150200,150200,404,306896,306896,OK
189.708714,TraderOne,Tick,823,752,71,-71,150200,150200,404,306896,306896,OK
190.050118,TraderOne,Tick,836,752,84,-84,150000,150200,794,311706,294906,OK
190.253854,TraderOne,Tick,836,752,84,-84,150000,150300,794,311706,286506,OK
190.49296,TraderOne,Tick,836,752,84,-84,150000,150300,794,311706,286506,OK
190.792602,TraderOne,Tick,836,752,84,-84,150000,150300,794,311706,286506,OK
190.977333,TraderOne,Tick,836,752,84,-84,150000,150300,794,311706,286506,OK
191.230555,TraderOne,Tick,847,752,95,-95,149900,150400,629,315171,286671,OK
191.512112,TraderOne,Tick,847,752,95,-95,150000,150700,629,315171,286671,OK
191.772727,TraderOne,Tick,852,752,100,-100,150300,150800,779,316521,286521,OK
192.015357,TraderOne,Tick,852,752,100,-100,150300,150800,779,316521,286521,OK
192.27725,TraderOne,Tick,852,752,100,-100,150300,150700,779,316521,286521,OK
192.496177,TraderOne,Tick,852,752,100,-100,150200,150700,779,316521,286521,OK
192.793279,TraderOne,Tick,852,752,100,-100,150500,150700,779,316521,296521,OK
192.982928,TraderOne,Tick,852,752,100,-100,150500,150500,779,316521,316521,OK
193.234972,TraderOne,Tick,852,752,100,-100,150200,150500,779,316521,286521,OK
193.480718,TraderOne,Tick,852,752,100,-100,150200,150500,779,316521,286521,OK
193.75319,TraderOne,Tick,852,752,100,-100,150200,150500,779,316521,286521,OK
194.024132,TraderOne,Tick,852,752,100,-100,150200,150500,779,316521,286521,OK
194.225515,TraderOne,Tick,852,752,100,-100,150200,150500,779,316521,286521,OK
194.48926,TraderOne,Tick,852,752,100,-100,150200,150500,779,316521,286521,OK
194.790867,TraderOne,Tick,852,752,100,-100,150200,150500,779,316521,286521,OK
194.951256,TraderOne,Tick,852,752,100,-100,150200,150600,779,316521,286521,OK
195.226417,TraderOne,Tick,852,752,100,-100,150200,150600,779,316521,286521,OK
195.550295,TraderOne,Tick,852,752,100,-100,150200,150600,779,316521,286521,OK
195.726933,TraderOne,Tick,852,752,100,-100,150200,150600,779,316521,286521,OK
195.958351,TraderOne,Tick,852,752,100,-100,150200,150600,779,316521,286521,OK
196.269401,TraderOne,Tick,852,752,100,-100,150200,150600,779,316521,286521,OK
196.482088,TraderOne,Tick,852,752,100,-100,149800,150600,779,316521,286521,OK
196.724467,TraderOne,Tick,852,752,100,-100,149800,150100,779,316521,286521,OK
197.047116,TraderOne,Tick,852,752,100,-100,149800,150000,779,316521,296521,OK
197.292871,TraderOne,Tick,852,752,100,-100,149800,150000,779,316521,296521,OK
197.500823,TraderOne,Tick,852,752,100,-100,149800,150000,779,316521,296521,OK
197.718851,TraderOne,Tick,852,752,100,-100,149800,149800,779,316521,316521,OK
197.959856,TraderOne,Tick,852,752,100,-100,149800,149600,779,316521,336521,OK
198.237635,TraderOne,Tick,852,752,100,-100,149800,149700,779,316521,326521,OK
198.488268,TraderOne,Tick,852,752,100,-100,149800,149500,779,316521,336521,OK
198.725454,TraderOne,Tick,852,752,100,-100,149800,149500,779,316521,336521,OK
198.953488,TraderOne,Tick,852,752,100,-100,149800,149500,779,316521,336521,OK
199.220256,TraderOne,Tick,852,752,100,-100,149800,149500,779,316521,336521,OK
199.490743,TraderOne,Tick,852,752,100,-100,149800,149500,779,316521,336521,OK
199.792297,TraderOne,Tick,852,752,100,-100,149800,149500,779,316521,336521,OK
199.984393,TraderOne,Tick,852,752,100,-100,149800,149500,779,316521,336521,OK
200.210739,TraderOne,Tick,852,752,100,-100,149800,149600,779,316521,336521,OK
200.504925,TraderOne,Tick,852,752,100,-100,149900,149600,779,316521,336521,OK
200.712642,TraderOne,Tick,852,752,100,-100,149900,149600,779,316521,336521,OK
201.016055,TraderOne,Tick,852,752,100,-100,149900,149600,779,316521,336521,OK
201.25656,TraderOne,Tick,852,752,100,-100,149900,149600,779,316521,336521,OK
201.497787,TraderOne,Tick,852,752,100,-100,149900,149800,779,316521,326521,OK
201.771283,TraderOne,Tick,852,752,100,-100,149500,150000,779,316521,286521,OK
201.998941,TraderOne,Tick,852,752,100,-100,149500,150000,779,316521,286521,OK
202.225479,TraderOne,Tick,852,752,100,-100,149500,150200,779,316521,286521,OK
202.472086,TraderOne,Tick,852,752,100,-100,149500,150200,779,316521,286521,OK
202.719769,TraderOne,Tick,852,752,100,-100,149500,150600,779,316521,286521,OK
202.989267,TraderOne,Tick,852,752,100,-100,149500,150600,779,316521,286521,OK
203.229937,TraderOne,Tick,852,752,100,-100,149500,150600,779,316521,286521,OK
203.461059,TraderOne,Tick,852,752,100,-100,149500,150600,779,316521,286521,OK
203.78404,TraderOne,Tick,852,752,100,-100,149500,150600,779,316521,286521,OK
204.033459,TraderOne,Tick,852,752,100,-100,149500,150600,779,316521,286521,OK
204.265621,TraderOne,Tick,852,752,100,-100,149500,150600,779,316521,286521,OK
204.533189,TraderOne,Tick,852,752,100,-100,149500,150600,779,316521,286521,OK
204.726659,TraderOne,Tick,852,752,100,-100,149500,150600,779,316521,286521,OK
205.029804,TraderOne,Tick,852,752,100,-100,149700,150100,779,316521,286521,OK
205.227039,TraderOne,Tick,852,752,100,-100,149700,149700,779,316521,316521,OK
205.455833,TraderOne,Tick,852,768,84,-84,150400,149700,539,319961,336761,OK
205.73331,TraderOne,Tick,852,768,84,-84,150400,149700,539,319961,336761,OK
206.029381,TraderOne,Tick,852,803,49,-49,150100,149800,14,324286,338986,OK
206.293819,TraderOne,Tick,852,803,49,-49,150100,149800,14,324286,338986,OK
206.461237,TraderOne,Tick,852,803,49,-49,150100,149800,14,324286,338986,OK
206.800573,TraderOne,Tick,852,803,49,-49,150100,149800,14,324286,338986,OK
206.98111,TraderOne,Tick,852,803,49,-49,150100,149800,14,324286,338986,OK
207.245933,TraderOne,Tick,852,803,49,-49,150100,149800,14,324286,338986,OK
207.458499,TraderOne,Tick,852,803,49,-49,150100,149800,14,324286,338986,OK
207.75189,TraderOne,Tick,852,803,49,-49,150100,149800,14,324286,338986,OK
208.027993,TraderOne,Tick,852,803,49,-49,150100,149800,14,324286,338986,OK
208.275982,TraderOne,Tick,852,803,49,-49,149500,149800,14,324286,309586,OK
208.45871,TraderOne,Tick,852,803,49,-49,149500,149800,14,324286,309586,OK
208.775929,TraderOne,Tick,852,803,49,-49,149800,149800,14,324286,324286,OK
208.957552,TraderOne,Tick,852,803,49,-49,149800,149800,14,324286,324286,OK
209.226438,TraderOne,Tick,852,803,49,-49,149800,149800,14,324286,324286,OK
209.510457,TraderOne,Tick,852,803,49,-49,149800,149800,14,324286,324286,OK
209.726343,TraderOne,Tick,852,803,49,-49,150300,149800,14,324286,338986,OK
210.021217,TraderOne,Tick,852,803,49,-49,150300,149800,14,324286,338986,OK
210.278169,TraderOne,Tick,852,803,49,-49,150300,149800,14,324286,338986,OK
210.54241,TraderOne,Tick,852,803,49,-49,150300,149800,14,324286,338986,OK
210.773214,TraderOne,Tick,852,803,49,-49,150300,149800,14,324286,338986,OK
210.986932,TraderOne,Tick,852,883,-31,31,150400,149900,-1187,343087,333787,OK
211.238067,TraderOne,Tick,852,892,-40,40,150200,149900,-917,345517,333517,OK
211.455161,TraderOne,Tick,852,892,-40,40,150200,149900,-917,345517,333517,OK
211.763008,TraderOne,Tick,852,892,-40,40,150200,149600,-917,345517,337517,OK
212.03527,TraderOne,Tick,868,892,-24,24,149300,149600,-1156,342556,347356,OK
212.289513,TraderOne,Tick,868,892,-24,24,149300,149700,-1156,342556,347356,OK
212.548093,TraderOne,Tick,868,928,-60,60,150200,149700,-1696,366196,354196,OK
212.774212,TraderOne,Tick,868,928,-60,60,150200,149700,-1696,366196,354196,OK
212.989517,TraderOne,Tick,868,928,-60,60,150200,149700,-1696,366196,354196,OK
213.249559,TraderOne,Tick,868,928,-60,60,150200,149300,-1696,366196,354196,OK
213.456971,TraderOne,Tick,868,928,-60,60,150200,149300,-1696,366196,354196,OK
213.796894,TraderOne,Tick,868,928,-60,60,150200,149300,-1696,366196,354196,OK
214.03627,TraderOne,Tick,868,928,-60,60,150200,149300,-1696,366196,354196,OK
214.290137,TraderOne,Tick,868,928,-60,60,150200,149300,-1696,366196,354196,OK
214.49775,TraderOne,Tick,868,928,-60,60,150200,149600,-1696,366196,354196,OK
214.792301,TraderOne,Tick,868,928,-60,60,150200,149600,-1696,366196,354196,OK
215.024482,TraderOne,Tick,868,928,-60,60,150200,149600,-1696,366196,354196,OK
215.221131,TraderOne,Tick,868,928,-60,60,150200,149600,-1696,366196,354196,OK
215.478634,TraderOne,Tick,868,928,-60,60,150200,149600,-1696,366196,354196,OK
215.724829,TraderOne,Tick,868,928,-60,60,150200,149600,-1696,366196,354196,OK
215.996958,TraderOne,Tick,874,928,-54,54,149500,149600,-1786,364486,369886,OK
216.254632,TraderOne,Tick,874,928,-54,54,149500,149400,-1786,364486,359086,OK
216.483067,TraderOne,Tick,874,928,-54,54,149500,149400,-1786,364486,359086,OK
216.783129,TraderOne,Tick,874,928,-54,54,149500,150000,-1786,364486,380686,OK
217.035015,TraderOne,Tick,922,928,-6,6,149400,150000,-2503,389203,391003,OK
217.215459,TraderOne,Tick,959,928,31,-31,149500,150000,-1397,402897,393597,OK
217.55194,TraderOne,Tick,959,928,31,-31,149500,150100,-1397,402897,393597,OK
217.760966,TraderOne,Tick,972,928,44,-44,149700,150100,-1008,407708,394508,OK
217.977917,TraderOne,Tick,972,928,44,-44,149700,149900,-1008,407708,398908,OK
218.245986,TraderOne,Tick,972,928,44,-44,149700,149900,-1008,407708,398908,OK
218.534196,TraderOne,Tick,972,928,44,-44,149700,149900,-1008,407708,398908,OK
218.768158,TraderOne,Tick,972,928,44,-44,149700,149900,-1008,407708,398908,OK
219.023966,TraderOne,Tick,972,928,44,-44,149700,149900,-1008,407708,398908,OK
219.213776,TraderOne,Tick,972,958,14,-14,150500,149900,-1458,412558,416758,OK
219.484582,TraderOne,Tick,972,958,14,-14,150400,149900,-1458,412558,416758,OK
219.757888,TraderOne,Tick,972,958,14,-14,150400,149900,-1458,412558,416758,OK
219.983161,TraderOne,Tick,972,992,-20,20,150300,149900,-1969,423269,417269,OK
220.258773,TraderOne,Tick,972,992,-20,20,150300,149900,-1969,423269,417269,OK
220.460113,TraderOne,Tick,972,992,-20,20,150300,149900,-1969,423269,417269,OK
220.714734,TraderOne,Tick,972,992,-20,20,150300,149900,-1969,423269,417269,OK
221.003825,TraderOne,Tick,972,992,-20,20,150500,150000,-1969,423269,417269,OK
221.244011,TraderOne,Tick,972,992,-20,20,150500,150000,-1969,423269,417269,OK
221.464046,TraderOne,Tick,972,992,-20,20,150500,150100,-1969,423269,417269,OK
221.794551,TraderOne,Tick,972,992,-20,20,150500,150100,-1969,423269,417269,OK
222.014823,TraderOne,Tick,972,992,-20,20,150500,150100,-1969,423269,417269,OK
222.265582,TraderOne,Tick,972,992,-20,20,150500,150100,-1969,423269,417269,OK
222.467234,TraderOne,Tick,972,992,-20,20,150500,150100,-1969,423269,417269,OK
222.787237,TraderOne,Tick,1036,992,44,-44,149500,150000,-2928,430980,417780,OK
222.971533,TraderOne,Tick,1036,992,44,-44,149500,150000,-2928,430980,417780,OK
223.216894,TraderOne,Tick,1036,992,44,-44,149500,150000,-2928,430980,417780,OK
223.471595,TraderOne,Tick,1036,992,44,-44,149500,150000,-2928,430980,417780,OK
223.775467,TraderOne,Tick,1036,1008,28,-28,150200,150000,-3168,431220,436820,OK
223.960681,TraderOne,Tick,1036,1018,18,-18,150400,150000,-2867,432919,438319,OK
224.272323,TraderOne,Tick,1036,1018,18,-18,150400,150000,-2867,432919,438319,OK
224.5508,TraderOne,Tick,1036,1018,18,-18,150400,150000,-2867,432919,438319,OK
224.716251,TraderOne,Tick,1036,1018,18,-18,150400,149800,-2867,432919,438319,OK
224.981154,TraderOne,Tick,1036,1018,18,-18,150100,149400,-2867,432919,436519,OK
225.259577,TraderOne,Tick,1036,1018,18,-18,150100,149500,-2867,432919,436519,OK
225.483823,TraderOne,Tick,1036,1018,18,-18,150100,149500,-2867,432919,436519,OK
225.750091,TraderOne,Tick,1036,1018,18,-18,150100,149500,-2867,432919,436519,OK
226.00215,TraderOne,Tick,1036,1018,18,-18,149300,149500,-2867,432919,429319,OK
226.286866,TraderOne,Tick,1036,1018,18,-18,149300,149500,-2867,432919,429319,OK
226.503172,TraderOne,Tick,1036,1018,18,-18,149300,149500,-2867,432919,429319,OK
226.760785,TraderOne,Tick,1036,1066,-30,30,150300,149500,-3587,432039,426039,OK
227.046963,TraderOne,Tick,1036,1066,-30,30,150300,149500,-3587,432039,426039,OK
227.288075,TraderOne,Tick,1036,1066,-30,30,150300,149500,-3587,432039,426039,OK
227.508958,TraderOne,Tick,1036,1066,-30,30,150300,150200,-3587,432039,429039,OK
227.784707,TraderOne,Tick,1036,1066,-30,30,150300,150600,-3587,432039,441039,OK
228.018814,TraderOne,Tick,1036,1082,-46,46,150000,150800,-3827,417879,431679,OK
228.230647,TraderOne,Tick,1036,1082,-46,46,150000,150600,-3827,417879,431679,OK
228.535792,TraderOne,Tick,1036,1082,-46,46,150000,150600,-3827,417879,431679,OK
228.723958,TraderOne,Tick,1036,1082,-46,46,150000,150600,-3827,417879,431679,OK
228.969891,TraderOne,Tick,1040,1082,-42,42,150400,150600,-3887,419139,427539,OK
229.212081,TraderOne,Tick,1040,1082,-42,42,150400,150600,-3887,419139,427539,OK
229.496466,TraderOne,Tick,1040,1082,-42,42,150400,150600,-3887,419139,427539,OK
229.785169,TraderOne,Tick,1040,1082,-42,42,150400,150600,-3887,419139,427539,OK
230.014953,TraderOne,Tick,1040,1082,-42,42,150400,150600,-3887,419139,427539,OK
230.259298,TraderOne,Tick,1040,1082,-42,42,150600,150700,-3887,419139,423339,OK
