2023-03-15 22:03:28.947454 [INFO   ] [APP] application started
2023-03-15 22:05:08.199078 [INFO   ] [AUTO] order 152 filled for 29 lots at $149400 cents 6 events
2023-03-15 22:05:08.199110 [INFO   ] [AUTO] Hedging 29 SELLLL
2023-03-15 22:05:08.199153 [INFO   ] [AUTO] Current Position is 52 to buy 48 to sell 32
2023-03-15 22:05:08.199182 [INFO   ] [AUTO] order 151 filled for 1 lots at $149300 cents 7 events
2023-03-15 22:05:08.199198 [INFO   ] [AUTO] Hedging 1 SELLLL
2023-03-15 22:05:08.199223 [INFO   ] [AUTO] Current Position is 53 to buy 47 to sell 32
2023-03-15 22:05:09.349745 [INFO   ] [AUTO] order 151 filled for 47 lots at $149300 cents 3 events
2023-03-15 22:05:09.349778 [INFO   ] [AUTO] Hedging 47 SELLLL
2023-03-15 22:05:09.349873 [INFO   ] [AUTO] Current Position is 100 to buy 0 to sell 32
2023-03-15 22:05:29.700910 [INFO   ] [AUTO] Hedge Selling Order156 for price 150500 vol 32 diff is 200 event 1 position 100
2023-03-15 22:05:29.700973 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:05:29.701403 [INFO   ] [AUTO] order 156 filled for 17 lots at $150500 cents 1 events
2023-03-15 22:05:29.701421 [INFO   ] [AUTO] Hedging -17 BUYYYY
2023-03-15 22:05:29.701447 [INFO   ] [AUTO] Current Position is 83 to buy 0 to sell 15
2023-03-15 22:05:29.889878 [INFO   ] [AUTO] Hedge Buying Order158 for price 149900 vol 17 diff is 400 event 3 position 83
2023-03-15 22:05:31.887225 [INFO   ] [AUTO] Hedge Buying Order159 for price 150100 vol 17 diff is 500 event 2 position 83
2023-03-15 22:05:32.044824 [INFO   ] [AUTO] order 159 filled for 17 lots at $150100 cents 2 events
2023-03-15 22:05:32.044891 [INFO   ] [AUTO] Hedging 17 SELLLL
2023-03-15 22:05:32.044935 [INFO   ] [AUTO] Current Position is 100 to buy 0 to sell 15
2023-03-15 22:05:38.671963 [INFO   ] [AUTO] Hedge Selling Order161 for price 150500 vol 16 diff is 100 event 1 position 100
2023-03-15 22:05:40.439045 [INFO   ] [AUTO] Hedge Selling Order162 for price 150900 vol 64 diff is 400 event 2 position 100
2023-03-15 22:05:40.634217 [INFO   ] [AUTO] Hedge Selling Order163 for price 150800 vol 48 diff is 300 event 3 position 100
2023-03-15 22:05:40.871143 [INFO   ] [AUTO] Hedge Selling Order164 for price 150700 vol 16 diff is 100 event 4 position 100
2023-03-15 22:05:41.362848 [INFO   ] [AUTO] Hedge Selling Order165 for price 150600 vol 16 diff is 100 event 4 position 100
2023-03-15 22:05:41.669901 [INFO   ] [AUTO] Hedge Selling Order166 for price 150500 vol 16 diff is 100 event 4 position 100
2023-03-15 22:05:42.751531 [INFO   ] [AUTO] order 166 filled for 16 lots at $150500 cents 4 events
2023-03-15 22:05:42.751564 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:05:42.751588 [INFO   ] [AUTO] Current Position is 84 to buy 0 to sell 16
2023-03-15 22:05:42.751599 [INFO   ] [AUTO] order 165 filled for 16 lots at $150600 cents 4 events
2023-03-15 22:05:42.751604 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:05:42.751617 [INFO   ] [AUTO] Current Position is 68 to buy 0 to sell 0
2023-03-15 22:05:42.880237 [INFO   ] [AUTO] Hedge Selling Order169 for price 150500 vol 48 diff is 300 event 6 position 68
2023-03-15 22:05:43.191850 [INFO   ] [AUTO] Hedge Selling Order170 for price 150300 vol 64 diff is 400 event 5 position 68
2023-03-15 22:05:43.436713 [INFO   ] [AUTO] Hedge Selling Order171 for price 150200 vol 56 diff is 500 event 5 position 68
2023-03-15 22:05:43.953193 [INFO   ] [AUTO] order 171 filled for 56 lots at $150200 cents 3 events
2023-03-15 22:05:43.953324 [INFO   ] [AUTO] Hedging -56 BUYYYY
2023-03-15 22:05:43.953341 [INFO   ] [AUTO] Current Position is 12 to buy 0 to sell 112
2023-03-15 22:05:44.927891 [INFO   ] [AUTO] Hedge Selling Order173 for price 150000 vol 48 diff is 300 event 4 position 12
2023-03-15 22:05:45.211217 [INFO   ] [AUTO] Hedge Selling Order174 for price 149900 vol 32 diff is 200 event 4 position 12
2023-03-15 22:05:46.181302 [INFO   ] [AUTO] Hedge Buying Order175 for price 149400 vol 48 diff is 300 event 2 position 12
2023-03-15 22:05:46.181557 [INFO   ] [AUTO] order 174 filled for 2 lots at $149900 cents 2 events
2023-03-15 22:05:46.181563 [INFO   ] [AUTO] Hedging -2 BUYYYY
2023-03-15 22:05:46.181577 [INFO   ] [AUTO] Current Position is 10 to buy 48 to sell 78
2023-03-15 22:05:46.349693 [INFO   ] [AUTO] order 175 filled for 22 lots at $149400 cents 3 events
2023-03-15 22:05:46.349834 [INFO   ] [AUTO] Hedging 22 SELLLL
2023-03-15 22:05:46.349885 [INFO   ] [AUTO] Current Position is 32 to buy 26 to sell 78
2023-03-15 22:05:46.364411 [INFO   ] [AUTO] Hedge Buying Order178 for price 149500 vol 42 diff is 300 event 4 position 32
2023-03-15 22:05:47.186711 [INFO   ] [AUTO] Hedge Selling Order179 for price 150100 vol 16 diff is 100 event 7 position 32
2023-03-15 22:05:47.954864 [INFO   ] [AUTO] Hedge Selling Order180 for price 150000 vol 64 diff is 400 event 3 position 32
2023-03-15 22:05:48.197414 [INFO   ] [AUTO] Hedge Selling Order181 for price 149900 vol 52 diff is 400 event 5 position 32
2023-03-15 22:05:49.389772 [INFO   ] [AUTO] Hedge Selling Order182 for price 149500 vol 16 diff is 100 event 2 position 32
2023-03-15 22:05:51.152113 [INFO   ] [AUTO] Hedge Buying Order183 for price 149400 vol 16 diff is 100 event 2 position 32
2023-03-15 22:05:51.411154 [INFO   ] [AUTO] Hedge Selling Order184 for price 150100 vol 48 diff is 300 event 3 position 32
2023-03-15 22:05:51.650452 [INFO   ] [AUTO] Hedge Selling Order185 for price 150000 vol 32 diff is 200 event 4 position 32
2023-03-15 22:05:51.893373 [INFO   ] [AUTO] Hedge Selling Order186 for price 149900 vol 48 diff is 300 event 5 position 32
2023-03-15 22:05:51.893644 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:05:51.893661 [INFO   ] [AUTO] order 186 filled for 7 lots at $149900 cents 5 events
2023-03-15 22:05:51.893664 [INFO   ] [AUTO] Hedging -7 BUYYYY
2023-03-15 22:05:51.893800 [INFO   ] [AUTO] Current Position is 25 to buy 16 to sell 121
2023-03-15 22:05:52.135872 [INFO   ] [AUTO] Hedge Selling Order188 for price 149900 vol 4 diff is 300 event 6 position 25
2023-03-15 22:05:52.431932 [INFO   ] [AUTO] Hedge Selling Order189 for price 149800 vol 16 diff is 100 event 6 position 25
2023-03-15 22:05:52.432128 [INFO   ] [AUTO] order 188 filled for 4 lots at $149900 cents 6 events
2023-03-15 22:05:52.432134 [INFO   ] [AUTO] Hedging -4 BUYYYY
2023-03-15 22:05:52.432158 [INFO   ] [AUTO] Current Position is 21 to buy 16 to sell 96
2023-03-15 22:05:52.432645 [INFO   ] [AUTO] order 185 filled for 23 lots at $150000 cents 7 events
2023-03-15 22:05:52.432651 [INFO   ] [AUTO] Hedging -23 BUYYYY
2023-03-15 22:05:52.432669 [INFO   ] [AUTO] Current Position is -2 to buy 16 to sell 73
2023-03-15 22:05:53.593849 [INFO   ] [AUTO] order 189 filled for 16 lots at $149800 cents 6 events
2023-03-15 22:05:53.593877 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:05:53.593905 [INFO   ] [AUTO] Current Position is -18 to buy 16 to sell 57
2023-03-15 22:05:53.629389 [INFO   ] [AUTO] Hedge Selling Order193 for price 150100 vol 25 diff is 300 event 5 position -18
2023-03-15 22:05:53.890241 [INFO   ] [AUTO] Hedge Selling Order194 for price 150000 vol 48 diff is 300 event 5 position -18
2023-03-15 22:05:54.192305 [INFO   ] [AUTO] Hedge Selling Order195 for price 149900 vol 9 diff is 200 event 5 position -18
2023-03-15 22:05:54.450765 [INFO   ] [AUTO] Hedge Buying Order196 for price 149600 vol 16 diff is 100 event 5 position -18
2023-03-15 22:05:54.506575 [INFO   ] [AUTO] order 195 filled for 9 lots at $149900 cents 5 events
2023-03-15 22:05:54.506608 [INFO   ] [AUTO] Hedging -9 BUYYYY
2023-03-15 22:05:54.506640 [INFO   ] [AUTO] Current Position is -27 to buy 16 to sell 73
2023-03-15 22:05:54.506658 [INFO   ] [AUTO] order 194 filled for 40 lots at $150000 cents 6 events
2023-03-15 22:05:54.506661 [INFO   ] [AUTO] Hedging -40 BUYYYY
2023-03-15 22:05:54.506671 [INFO   ] [AUTO] Current Position is -67 to buy 16 to sell 33
2023-03-15 22:05:54.701529 [INFO   ] [AUTO] order 196 filled for 16 lots at $149600 cents 7 events
2023-03-15 22:05:54.701561 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:05:54.701596 [INFO   ] [AUTO] Current Position is -51 to buy 0 to sell 33
2023-03-15 22:05:54.930534 [INFO   ] [AUTO] Hedge Buying Order200 for price 149400 vol 16 diff is 100 event 7 position -51
2023-03-15 22:05:54.930567 [INFO   ] [AUTO] Hedge Selling Order201 for price 149900 vol 16 diff is 100 event 8 position -51
2023-03-15 22:05:55.202364 [INFO   ] [AUTO] Hedge Buying Order202 for price 149500 vol 16 diff is 100 event 8 position -51
2023-03-15 22:05:55.237686 [INFO   ] [AUTO] order 202 filled for 16 lots at $149500 cents 9 events
2023-03-15 22:05:55.237749 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:05:55.237782 [INFO   ] [AUTO] Current Position is -35 to buy 16 to sell 49
2023-03-15 22:05:55.237798 [INFO   ] [AUTO] order 200 filled for 16 lots at $149400 cents 10 events
2023-03-15 22:05:55.237803 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:05:55.237815 [INFO   ] [AUTO] Current Position is -19 to buy 0 to sell 49
2023-03-15 22:05:55.398352 [INFO   ] [AUTO] Hedge Buying Order205 for price 149400 vol 16 diff is 100 event 11 position -19
2023-03-15 22:05:55.398415 [INFO   ] [AUTO] Hedge Selling Order206 for price 149800 vol 16 diff is 100 event 12 position -19
2023-03-15 22:05:56.418677 [INFO   ] [AUTO] Hedge Selling Order207 for price 149700 vol 16 diff is 100 event 4 position -19
2023-03-15 22:05:57.150213 [INFO   ] [AUTO] Hedge Selling Order208 for price 149600 vol 16 diff is 100 event 5 position -19
2023-03-15 22:05:57.622262 [INFO   ] [AUTO] Hedge Buying Order209 for price 149400 vol 32 diff is 200 event 4 position -19
2023-03-15 22:05:58.444067 [INFO   ] [AUTO] Hedge Buying Order210 for price 149500 vol 16 diff is 100 event 3 position -19
2023-03-15 22:05:58.611767 [INFO   ] [AUTO] Hedge Buying Order211 for price 149600 vol 16 diff is 100 event 5 position -19
2023-03-15 22:05:58.611797 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:05:58.878660 [INFO   ] [AUTO] Hedge Selling Order212 for price 150100 vol 32 diff is 200 event 5 position -19
2023-03-15 22:05:59.109846 [INFO   ] [AUTO] Hedge Buying Order213 for price 149600 vol 16 diff is 100 event 5 position -19
2023-03-15 22:05:59.109978 [INFO   ] [AUTO] Hedge Selling Order214 for price 150000 vol 16 diff is 100 event 6 position -19
2023-03-15 22:05:59.620959 [INFO   ] [AUTO] Hedge Buying Order215 for price 149700 vol 16 diff is 100 event 7 position -19
2023-03-15 22:06:00.404399 [INFO   ] [AUTO] order 214 filled for 16 lots at $150000 cents 3 events
2023-03-15 22:06:00.404434 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:06:00.404466 [INFO   ] [AUTO] Current Position is -35 to buy 48 to sell 32
2023-03-15 22:06:00.663060 [INFO   ] [AUTO] Hedge Selling Order217 for price 150400 vol 33 diff is 300 event 5 position -35
2023-03-15 22:06:00.926816 [INFO   ] [AUTO] Hedge Selling Order218 for price 150300 vol 32 diff is 400 event 5 position -35
2023-03-15 22:06:02.697380 [INFO   ] [AUTO] Hedge Selling Order219 for price 150200 vol 33 diff is 400 event 3 position -35
2023-03-15 22:06:02.907725 [INFO   ] [AUTO] Hedge Selling Order220 for price 150100 vol 32 diff is 300 event 4 position -35
2023-03-15 22:06:03.749726 [INFO   ] [AUTO] order 220 filled for 32 lots at $150100 cents 2 events
2023-03-15 22:06:03.749760 [INFO   ] [AUTO] Hedging -32 BUYYYY
2023-03-15 22:06:03.749789 [INFO   ] [AUTO] Current Position is -67 to buy 48 to sell 33
2023-03-15 22:06:03.749878 [INFO   ] [AUTO] order 219 filled for 33 lots at $150200 cents 2 events
2023-03-15 22:06:03.749884 [INFO   ] [AUTO] Hedging -33 BUYYYY
2023-03-15 22:06:03.749898 [INFO   ] [AUTO] Current Position is -100 to buy 48 to sell 0
2023-03-15 22:06:05.616383 [INFO   ] [AUTO] Hedge Buying Order223 for price 150100 vol 32 diff is 200 event 1 position -100
2023-03-15 22:06:05.952069 [INFO   ] [AUTO] Hedge Buying Order224 for price 150200 vol 16 diff is 100 event 2 position -100
2023-03-15 22:06:07.628062 [INFO   ] [AUTO] Hedge Buying Order225 for price 150100 vol 32 diff is 200 event 3 position -100
2023-03-15 22:06:07.865374 [INFO   ] [AUTO] Hedge Buying Order226 for price 150200 vol 16 diff is 100 event 4 position -100
2023-03-15 22:06:13.177302 [INFO   ] [AUTO] Hedge Buying Order227 for price 150600 vol 16 diff is 100 event 1 position -100
2023-03-15 22:06:14.940957 [INFO   ] [AUTO] Hedge Buying Order228 for price 150600 vol 32 diff is 200 event 2 position -100
2023-03-15 22:06:15.169602 [INFO   ] [AUTO] Hedge Buying Order229 for price 150700 vol 16 diff is 100 event 3 position -100
2023-03-15 22:06:15.169652 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:15.169954 [INFO   ] [AUTO] order 229 filled for 16 lots at $150700 cents 3 events
2023-03-15 22:06:15.169972 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:06:15.169997 [INFO   ] [AUTO] Current Position is -84 to buy 32 to sell 0
2023-03-15 22:06:15.444417 [INFO   ] [AUTO] Hedge Buying Order231 for price 150700 vol 32 diff is 200 event 5 position -84
2023-03-15 22:06:16.389271 [INFO   ] [AUTO] Hedge Selling Order232 for price 151200 vol 16 diff is 200 event 2 position -84
2023-03-15 22:06:16.901586 [INFO   ] [AUTO] Hedge Buying Order233 for price 150800 vol 48 diff is 300 event 3 position -84
2023-03-15 22:06:17.145486 [INFO   ] [AUTO] order 232 filled for 5 lots at $151200 cents 4 events
2023-03-15 22:06:17.145514 [INFO   ] [AUTO] Hedging -5 BUYYYY
2023-03-15 22:06:17.145540 [INFO   ] [AUTO] Current Position is -89 to buy 80 to sell 11
2023-03-15 22:06:17.449189 [INFO   ] [AUTO] Hedge Buying Order235 for price 150900 vol 16 diff is 100 event 4 position -89
2023-03-15 22:06:18.203475 [INFO   ] [AUTO] Hedge Buying Order236 for price 151000 vol 16 diff is 100 event 3 position -89
2023-03-15 22:06:18.380340 [INFO   ] [AUTO] Hedge Buying Order237 for price 151100 vol 16 diff is 100 event 4 position -89
2023-03-15 22:06:19.164664 [INFO   ] [AUTO] Hedge Selling Order238 for price 151300 vol 11 diff is 100 event 5 position -89
2023-03-15 22:06:19.742813 [INFO   ] [AUTO] order 237 filled for 16 lots at $151100 cents 3 events
2023-03-15 22:06:19.742843 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:06:19.743000 [INFO   ] [AUTO] Current Position is -73 to buy 80 to sell 11
2023-03-15 22:06:19.888651 [INFO   ] [AUTO] Hedge Selling Order240 for price 151000 vol 16 diff is 400 event 5 position -73
2023-03-15 22:06:19.995146 [INFO   ] [AUTO] order 240 filled for 16 lots at $151000 cents 5 events
2023-03-15 22:06:19.995178 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:06:19.995442 [INFO   ] [AUTO] Current Position is -89 to buy 80 to sell 11
2023-03-15 22:06:20.648485 [INFO   ] [AUTO] Hedge Buying Order242 for price 150600 vol 16 diff is 100 event 5 position -89
2023-03-15 22:06:21.165983 [INFO   ] [AUTO] Hedge Selling Order243 for price 150900 vol 11 diff is 200 event 3 position -89
2023-03-15 22:06:23.171215 [INFO   ] [AUTO] Hedge Selling Order244 for price 150700 vol 11 diff is 200 event 3 position -89
2023-03-15 22:06:23.537195 [INFO   ] [AUTO] order 244 filled for 11 lots at $150700 cents 2 events
2023-03-15 22:06:23.537227 [INFO   ] [AUTO] Hedging -11 BUYYYY
2023-03-15 22:06:23.537252 [INFO   ] [AUTO] Current Position is -100 to buy 16 to sell 0
2023-03-15 22:06:25.674768 [INFO   ] [AUTO] Hedge Buying Order246 for price 150500 vol 16 diff is 100 event 1 position -100
2023-03-15 22:06:27.376446 [INFO   ] [AUTO] Hedge Buying Order247 for price 150500 vol 16 diff is 100 event 2 position -100
2023-03-15 22:06:35.632368 [INFO   ] [AUTO] Hedge Buying Order248 for price 149700 vol 32 diff is 200 event 1 position -100
2023-03-15 22:06:35.632393 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:35.636030 [INFO   ] [AUTO] order 248 filled for 32 lots at $149700 cents 1 events
2023-03-15 22:06:35.636042 [INFO   ] [AUTO] Hedging 32 SELLLL
2023-03-15 22:06:35.636055 [INFO   ] [AUTO] Current Position is -68 to buy 0 to sell 0
2023-03-15 22:06:35.921535 [INFO   ] [AUTO] Hedge Buying Order250 for price 149700 vol 16 diff is 100 event 3 position -68
2023-03-15 22:06:35.921567 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:35.921581 [INFO   ] [AUTO] order 250 filled for 16 lots at $149700 cents 3 events
2023-03-15 22:06:35.921585 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:06:35.921688 [INFO   ] [AUTO] Current Position is -52 to buy 0 to sell 0
2023-03-15 22:06:36.160616 [INFO   ] [AUTO] Hedge Buying Order252 for price 149700 vol 16 diff is 100 event 5 position -52
2023-03-15 22:06:36.160907 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:36.160923 [INFO   ] [AUTO] order 252 filled for 16 lots at $149700 cents 5 events
2023-03-15 22:06:36.160928 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:06:36.161097 [INFO   ] [AUTO] Current Position is -36 to buy 0 to sell 0
2023-03-15 22:06:36.418678 [INFO   ] [AUTO] Hedge Buying Order254 for price 149700 vol 16 diff is 100 event 7 position -36
2023-03-15 22:06:36.418708 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:36.419422 [INFO   ] [AUTO] order 254 filled for 16 lots at $149700 cents 7 events
2023-03-15 22:06:36.419428 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:06:36.419442 [INFO   ] [AUTO] Current Position is -20 to buy 0 to sell 0
2023-03-15 22:06:36.875075 [INFO   ] [AUTO] Hedge Buying Order256 for price 149700 vol 16 diff is 100 event 7 position -20
2023-03-15 22:06:36.875105 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:36.875504 [INFO   ] [AUTO] order 256 filled for 16 lots at $149700 cents 7 events
2023-03-15 22:06:36.875511 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:06:36.875523 [INFO   ] [AUTO] Current Position is -4 to buy 0 to sell 0
2023-03-15 22:06:37.610286 [INFO   ] [AUTO] Hedge Buying Order258 for price 149700 vol 16 diff is 100 event 3 position -4
2023-03-15 22:06:37.610318 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:37.610628 [INFO   ] [AUTO] order 258 filled for 16 lots at $149700 cents 3 events
2023-03-15 22:06:37.610638 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:06:37.610652 [INFO   ] [AUTO] Current Position is 12 to buy 0 to sell 0
2023-03-15 22:06:37.860966 [INFO   ] [AUTO] Hedge Buying Order260 for price 149700 vol 16 diff is 100 event 5 position 12
2023-03-15 22:06:37.860990 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:37.861603 [INFO   ] [AUTO] order 260 filled for 16 lots at $149700 cents 5 events
2023-03-15 22:06:37.861610 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:06:37.861623 [INFO   ] [AUTO] Current Position is 28 to buy 0 to sell 0
2023-03-15 22:06:38.160670 [INFO   ] [AUTO] Hedge Buying Order262 for price 149700 vol 16 diff is 100 event 5 position 28
2023-03-15 22:06:38.160701 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:38.161166 [INFO   ] [AUTO] order 262 filled for 9 lots at $149700 cents 5 events
2023-03-15 22:06:38.161173 [INFO   ] [AUTO] Hedging 9 SELLLL
2023-03-15 22:06:38.161185 [INFO   ] [AUTO] Current Position is 37 to buy 7 to sell 0
2023-03-15 22:06:38.368208 [INFO   ] [AUTO] Hedge Selling Order264 for price 150200 vol 32 diff is 200 event 7 position 37
2023-03-15 22:06:38.647801 [INFO   ] [AUTO] Hedge Buying Order265 for price 149700 vol 48 diff is 300 event 8 position 37
2023-03-15 22:06:38.920965 [INFO   ] [AUTO] Hedge Buying Order266 for price 149800 vol 15 diff is 200 event 5 position 37
2023-03-15 22:06:39.097821 [INFO   ] [AUTO] order 266 filled for 15 lots at $149800 cents 5 events
2023-03-15 22:06:39.097853 [INFO   ] [AUTO] Hedging 15 SELLLL
2023-03-15 22:06:39.097890 [INFO   ] [AUTO] Current Position is 52 to buy 48 to sell 32
2023-03-15 22:06:39.097904 [INFO   ] [AUTO] order 265 filled for 35 lots at $149700 cents 6 events
2023-03-15 22:06:39.097909 [INFO   ] [AUTO] Hedging 35 SELLLL
2023-03-15 22:06:39.097920 [INFO   ] [AUTO] Current Position is 87 to buy 13 to sell 32
2023-03-15 22:06:39.097930 [INFO   ] [AUTO] order 264 filled for 32 lots at $150200 cents 7 events
2023-03-15 22:06:39.097935 [INFO   ] [AUTO] Hedging -32 BUYYYY
2023-03-15 22:06:39.097947 [INFO   ] [AUTO] Current Position is 55 to buy 13 to sell 0
2023-03-15 22:06:39.398111 [INFO   ] [AUTO] Hedge Selling Order270 for price 150400 vol 16 diff is 100 event 7 position 55
2023-03-15 22:06:40.200825 [INFO   ] [AUTO] Hedge Buying Order271 for price 150300 vol 16 diff is 100 event 2 position 55
2023-03-15 22:06:40.200860 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:40.201071 [INFO   ] [AUTO] order 271 filled for 16 lots at $150300 cents 3 events
2023-03-15 22:06:40.201080 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:06:40.201092 [INFO   ] [AUTO] Current Position is 71 to buy 13 to sell 16
2023-03-15 22:06:40.399687 [INFO   ] [AUTO] Hedge Buying Order273 for price 149900 vol 16 diff is 400 event 5 position 71
2023-03-15 22:06:40.613972 [INFO   ] [AUTO] Hedge Buying Order274 for price 150000 vol 13 diff is 400 event 5 position 71
2023-03-15 22:06:40.614007 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:40.614248 [INFO   ] [AUTO] order 274 filled for 13 lots at $150000 cents 5 events
2023-03-15 22:06:40.614257 [INFO   ] [AUTO] Hedging 13 SELLLL
2023-03-15 22:06:40.614269 [INFO   ] [AUTO] Current Position is 84 to buy 16 to sell 16
2023-03-15 22:06:41.882888 [INFO   ] [AUTO] order 273 filled for 11 lots at $149900 cents 2 events
2023-03-15 22:06:41.882927 [INFO   ] [AUTO] Hedging 11 SELLLL
2023-03-15 22:06:41.882940 [INFO   ] [AUTO] Current Position is 95 to buy 5 to sell 16
2023-03-15 22:06:42.417382 [INFO   ] [AUTO] Hedge Buying Order277 for price 150300 vol 5 diff is 400 event 3 position 95
2023-03-15 22:06:42.417419 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:06:42.418840 [INFO   ] [AUTO] order 277 filled for 5 lots at $150300 cents 3 events
2023-03-15 22:06:42.418851 [INFO   ] [AUTO] Hedging 5 SELLLL
2023-03-15 22:06:42.418865 [INFO   ] [AUTO] Current Position is 100 to buy 0 to sell 16
2023-03-15 22:06:47.952355 [INFO   ] [AUTO] Hedge Selling Order279 for price 150200 vol 32 diff is 200 event 1 position 100
2023-03-15 22:06:48.624093 [INFO   ] [AUTO] Hedge Selling Order280 for price 150100 vol 32 diff is 200 event 2 position 100
2023-03-15 22:06:48.865321 [INFO   ] [AUTO] Hedge Selling Order281 for price 150000 vol 48 diff is 300 event 3 position 100
2023-03-15 22:06:49.142931 [INFO   ] [AUTO] Hedge Selling Order282 for price 149900 vol 32 diff is 200 event 3 position 100
2023-03-15 22:06:49.393554 [INFO   ] [AUTO] Hedge Selling Order283 for price 149800 vol 32 diff is 200 event 4 position 100
2023-03-15 22:06:49.630746 [INFO   ] [AUTO] Hedge Selling Order284 for price 149700 vol 16 diff is 100 event 6 position 100
2023-03-15 22:06:52.161824 [INFO   ] [AUTO] Hedge Selling Order285 for price 150300 vol 40 diff is 500 event 2 position 100
2023-03-15 22:06:52.403060 [INFO   ] [AUTO] Hedge Selling Order286 for price 150200 vol 32 diff is 200 event 2 position 100
2023-03-15 22:06:55.935267 [INFO   ] [AUTO] Hedge Selling Order287 for price 150000 vol 16 diff is 100 event 1 position 100
2023-03-15 22:06:56.254148 [INFO   ] [AUTO] order 287 filled for 16 lots at $150000 cents 1 events
2023-03-15 22:06:56.254186 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:06:56.254204 [INFO   ] [AUTO] Current Position is 84 to buy 0 to sell 0
2023-03-15 22:06:56.361342 [INFO   ] [AUTO] Hedge Selling Order289 for price 150100 vol 48 diff is 300 event 3 position 84
2023-03-15 22:06:56.638752 [INFO   ] [AUTO] Hedge Selling Order290 for price 150000 vol 32 diff is 200 event 4 position 84
2023-03-15 22:06:56.903028 [INFO   ] [AUTO] order 290 filled for 32 lots at $150000 cents 4 events
2023-03-15 22:06:56.903059 [INFO   ] [AUTO] Hedging -32 BUYYYY
2023-03-15 22:06:56.903197 [INFO   ] [AUTO] Current Position is 52 to buy 0 to sell 48
2023-03-15 22:06:56.903268 [INFO   ] [AUTO] order 289 filled for 3 lots at $150100 cents 5 events
2023-03-15 22:06:56.903274 [INFO   ] [AUTO] Hedging -3 BUYYYY
2023-03-15 22:06:56.903354 [INFO   ] [AUTO] Current Position is 49 to buy 0 to sell 45
2023-03-15 22:06:56.934739 [INFO   ] [AUTO] Hedge Buying Order293 for price 149600 vol 16 diff is 100 event 7 position 49
2023-03-15 22:06:56.934757 [INFO   ] [AUTO] Hedge Selling Order294 for price 150000 vol 16 diff is 100 event 8 position 49
2023-03-15 22:06:59.681303 [INFO   ] [AUTO] Hedge Buying Order295 for price 149600 vol 16 diff is 100 event 1 position 49
2023-03-15 22:07:00.631643 [INFO   ] [AUTO] Hedge Selling Order296 for price 150200 vol 32 diff is 200 event 2 position 49
2023-03-15 22:07:00.926522 [INFO   ] [AUTO] Hedge Selling Order297 for price 150100 vol 32 diff is 200 event 2 position 49
2023-03-15 22:07:01.183453 [INFO   ] [AUTO] Hedge Selling Order298 for price 150000 vol 16 diff is 100 event 3 position 49
2023-03-15 22:07:01.447668 [INFO   ] [AUTO] Hedge Buying Order299 for price 149600 vol 16 diff is 100 event 5 position 49
2023-03-15 22:07:01.744928 [INFO   ] [AUTO] order 298 filled for 16 lots at $150000 cents 5 events
2023-03-15 22:07:01.744962 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:07:01.744993 [INFO   ] [AUTO] Current Position is 33 to buy 16 to sell 64
2023-03-15 22:07:01.745042 [INFO   ] [AUTO] order 297 filled for 32 lots at $150100 cents 5 events
2023-03-15 22:07:01.745051 [INFO   ] [AUTO] Hedging -32 BUYYYY
2023-03-15 22:07:01.745066 [INFO   ] [AUTO] Current Position is 1 to buy 16 to sell 32
